<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;12/09/2018;10:33;1.052.400.000.000;1.052.400.000.000;1.051.500.000.000;1.051.500.000.000;26;SPFB.RTS-12.18;1;12/10/2018;10:33;1.138.200.000.000;1.138.600.000.000;1.137.700.000.000;1.138.000.000.000;869;SPFB.RTS-12.18;1;12/11/2018;10:33;1.124.600.000.000;1.124.900.000.000;1.124.500.000.000;1.124.800.000.000;227;SPFB.RTS-12.18;1;12/12/2018;10:33;1.126.900.000.000;1.127.000.000.000;1.125.700.000.000;1.126.200.000.000;1643
SPFB.RTS-12.18;1;12/09/2018;10:34;1.051.500.000.000;1.051.800.000.000;1.051.500.000.000;1.051.600.000.000;23;SPFB.RTS-12.18;1;12/10/2018;10:34;1.138.000.000.000;1.138.500.000.000;1.137.500.000.000;1.137.900.000.000;758;SPFB.RTS-12.18;1;12/11/2018;10:34;1.124.700.000.000;1.125.300.000.000;1.124.700.000.000;1.125.000.000.000;706;SPFB.RTS-12.18;1;12/12/2018;10:34;1.126.300.000.000;1.127.000.000.000;1.126.200.000.000;1.127.000.000.000;1162
SPFB.RTS-12.18;1;12/09/2018;10:35;1.051.600.000.000;1.051.600.000.000;1.051.600.000.000;1.051.600.000.000;1;SPFB.RTS-12.18;1;12/10/2018;10:35;1.138.100.000.000;1.138.400.000.000;1.137.500.000.000;1.138.000.000.000;666;SPFB.RTS-12.18;1;12/11/2018;10:35;1.125.000.000.000;1.125.500.000.000;1.124.900.000.000;1.125.400.000.000;599;SPFB.RTS-12.18;1;12/12/2018;10:35;1.127.000.000.000;1.127.200.000.000;1.126.200.000.000;1.126.700.000.000;1085
SPFB.RTS-12.18;1;12/09/2018;10:36;1.052.000.000.000;1.052.000.000.000;1.052.000.000.000;1.052.000.000.000;30;SPFB.RTS-12.18;1;12/10/2018;10:36;1.138.000.000.000;1.138.500.000.000;1.137.500.000.000;1.137.900.000.000;674;SPFB.RTS-12.18;1;12/11/2018;10:36;1.125.400.000.000;1.126.300.000.000;1.125.100.000.000;1.126.100.000.000;1181;SPFB.RTS-12.18;1;12/12/2018;10:36;1.126.700.000.000;1.126.900.000.000;1.126.100.000.000;1.126.500.000.000;656
SPFB.RTS-12.18;1;12/09/2018;10:37;1.051.900.000.000;1.051.900.000.000;1.051.200.000.000;1.051.200.000.000;34;SPFB.RTS-12.18;1;12/10/2018;10:37;1.137.900.000.000;1.138.100.000.000;1.136.700.000.000;1.137.500.000.000;1317;SPFB.RTS-12.18;1;12/11/2018;10:37;1.126.100.000.000;1.126.600.000.000;1.126.000.000.000;1.126.200.000.000;724;SPFB.RTS-12.18;1;12/12/2018;10:37;1.126.500.000.000;1.127.000.000.000;1.126.200.000.000;1.126.700.000.000;925
SPFB.RTS-12.18;1;12/09/2018;10:38;1.051.400.000.000;1.051.500.000.000;1.051.300.000.000;1.051.400.000.000;32;SPFB.RTS-12.18;1;12/10/2018;10:38;1.137.400.000.000;1.138.300.000.000;1.137.100.000.000;1.138.000.000.000;705;SPFB.RTS-12.18;1;12/11/2018;10:38;1.126.200.000.000;1.126.200.000.000;1.125.700.000.000;1.125.900.000.000;381;SPFB.RTS-12.18;1;12/12/2018;10:38;1.126.800.000.000;1.126.800.000.000;1.125.900.000.000;1.126.100.000.000;669
SPFB.RTS-12.18;1;12/09/2018;10:39;1.051.800.000.000;1.051.900.000.000;1.051.700.000.000;1.051.900.000.000;6;SPFB.RTS-12.18;1;12/10/2018;10:39;1.138.000.000.000;1.138.400.000.000;1.137.700.000.000;1.138.100.000.000;464;SPFB.RTS-12.18;1;12/11/2018;10:39;1.125.900.000.000;1.126.100.000.000;1.125.500.000.000;1.125.500.000.000;286;SPFB.RTS-12.18;1;12/12/2018;10:39;1.126.000.000.000;1.126.100.000.000;1.124.100.000.000;1.124.500.000.000;3591
SPFB.RTS-12.18;1;12/09/2018;10:40;1.051.800.000.000;1.051.800.000.000;1.051.600.000.000;1.051.600.000.000;27;SPFB.RTS-12.18;1;12/10/2018;10:40;1.138.100.000.000;1.138.600.000.000;1.137.500.000.000;1.137.600.000.000;528;SPFB.RTS-12.18;1;12/11/2018;10:40;1.125.500.000.000;1.125.700.000.000;1.125.100.000.000;1.125.100.000.000;278;SPFB.RTS-12.18;1;12/12/2018;10:40;1.124.500.000.000;1.124.800.000.000;1.124.200.000.000;1.124.200.000.000;815
SPFB.RTS-12.18;1;12/09/2018;10:41;1.051.900.000.000;1.052.900.000.000;1.051.900.000.000;1.052.900.000.000;34;SPFB.RTS-12.18;1;12/10/2018;10:41;1.137.600.000.000;1.138.900.000.000;1.137.500.000.000;1.138.400.000.000;491;SPFB.RTS-12.18;1;12/11/2018;10:41;1.125.200.000.000;1.125.200.000.000;1.124.600.000.000;1.124.900.000.000;574;SPFB.RTS-12.18;1;12/12/2018;10:41;1.124.200.000.000;1.125.100.000.000;1.124.200.000.000;1.124.500.000.000;978
SPFB.RTS-12.18;1;12/09/2018;10:42;1.053.000.000.000;1.053.000.000.000;1.052.300.000.000;1.052.300.000.000;3;SPFB.RTS-12.18;1;12/10/2018;10:42;1.138.400.000.000;1.139.100.000.000;1.138.100.000.000;1.139.100.000.000;683;SPFB.RTS-12.18;1;12/11/2018;10:42;1.124.900.000.000;1.125.800.000.000;1.124.900.000.000;1.125.500.000.000;466;SPFB.RTS-12.18;1;12/12/2018;10:42;1.124.600.000.000;1.124.600.000.000;1.122.600.000.000;1.122.900.000.000;3536
SPFB.RTS-12.18;1;12/09/2018;10:43;1.052.300.000.000;1.052.300.000.000;1.052.300.000.000;1.052.300.000.000;1;SPFB.RTS-12.18;1;12/10/2018;10:43;1.139.100.000.000;1.139.500.000.000;1.139.000.000.000;1.139.400.000.000;468;SPFB.RTS-12.18;1;12/11/2018;10:43;1.125.500.000.000;1.125.700.000.000;1.125.200.000.000;1.125.200.000.000;245;SPFB.RTS-12.18;1;12/12/2018;10:43;1.122.800.000.000;1.123.300.000.000;1.122.700.000.000;1.123.000.000.000;1055
SPFB.RTS-12.18;1;12/09/2018;10:44;1.052.300.000.000;1.052.300.000.000;1.051.900.000.000;1.051.900.000.000;2;SPFB.RTS-12.18;1;12/10/2018;10:44;1.139.400.000.000;1.139.800.000.000;1.138.700.000.000;1.138.800.000.000;620;SPFB.RTS-12.18;1;12/11/2018;10:44;1.125.300.000.000;1.125.300.000.000;1.124.900.000.000;1.124.900.000.000;344;SPFB.RTS-12.18;1;12/12/2018;10:44;1.122.900.000.000;1.123.200.000.000;1.122.600.000.000;1.122.800.000.000;676
SPFB.RTS-12.18;1;12/09/2018;10:45;1.051.900.000.000;1.051.900.000.000;1.051.900.000.000;1.051.900.000.000;3;SPFB.RTS-12.18;1;12/10/2018;10:45;1.138.900.000.000;1.140.200.000.000;1.138.900.000.000;1.139.800.000.000;641;SPFB.RTS-12.18;1;12/11/2018;10:45;1.125.000.000.000;1.125.600.000.000;1.124.900.000.000;1.125.600.000.000;410;SPFB.RTS-12.18;1;12/12/2018;10:45;1.122.800.000.000;1.123.100.000.000;1.122.600.000.000;1.123.000.000.000;826
SPFB.RTS-12.18;1;12/09/2018;10:46;1.052.100.000.000;1.052.400.000.000;1.052.100.000.000;1.052.400.000.000;54;SPFB.RTS-12.18;1;12/10/2018;10:46;1.140.000.000.000;1.140.700.000.000;1.139.500.000.000;1.139.600.000.000;1297;SPFB.RTS-12.18;1;12/11/2018;10:46;1.125.500.000.000;1.126.100.000.000;1.125.000.000.000;1.125.300.000.000;777;SPFB.RTS-12.18;1;12/12/2018;10:46;1.122.900.000.000;1.123.800.000.000;1.122.700.000.000;1.123.800.000.000;1029
SPFB.RTS-12.18;1;12/09/2018;10:47;1.052.600.000.000;1.052.600.000.000;1.052.400.000.000;1.052.400.000.000;10;SPFB.RTS-12.18;1;12/10/2018;10:47;1.139.600.000.000;1.140.700.000.000;1.139.500.000.000;1.140.300.000.000;1090;SPFB.RTS-12.18;1;12/11/2018;10:47;1.125.300.000.000;1.125.300.000.000;1.124.500.000.000;1.124.500.000.000;472;SPFB.RTS-12.18;1;12/12/2018;10:47;1.123.800.000.000;1.124.000.000.000;1.123.700.000.000;1.123.900.000.000;866
SPFB.RTS-12.18;1;12/09/2018;10:48;1.052.700.000.000;1.053.400.000.000;1.052.700.000.000;1.053.400.000.000;61;SPFB.RTS-12.18;1;12/10/2018;10:48;1.140.200.000.000;1.140.900.000.000;1.139.800.000.000;1.139.800.000.000;594;SPFB.RTS-12.18;1;12/11/2018;10:48;1.124.600.000.000;1.124.900.000.000;1.124.500.000.000;1.124.600.000.000;385;SPFB.RTS-12.18;1;12/12/2018;10:48;1.123.900.000.000;1.124.600.000.000;1.123.900.000.000;1.124.500.000.000;1250
SPFB.RTS-12.18;1;12/09/2018;10:49;1.053.500.000.000;1.053.900.000.000;1.053.300.000.000;1.053.300.000.000;50;SPFB.RTS-12.18;1;12/10/2018;10:49;1.139.800.000.000;1.140.100.000.000;1.139.400.000.000;1.139.600.000.000;543;SPFB.RTS-12.18;1;12/11/2018;10:49;1.124.700.000.000;1.125.000.000.000;1.124.700.000.000;1.125.000.000.000;185;SPFB.RTS-12.18;1;12/12/2018;10:49;1.124.500.000.000;1.124.600.000.000;1.123.800.000.000;1.124.000.000.000;860
SPFB.RTS-12.18;1;12/09/2018;10:50;1.052.900.000.000;1.052.900.000.000;1.052.700.000.000;1.052.700.000.000;46;SPFB.RTS-12.18;1;12/10/2018;10:50;1.139.800.000.000;1.141.400.000.000;1.139.700.000.000;1.141.100.000.000;1200;SPFB.RTS-12.18;1;12/11/2018;10:50;1.125.000.000.000;1.125.200.000.000;1.124.700.000.000;1.124.800.000.000;234;SPFB.RTS-12.18;1;12/12/2018;10:50;1.123.900.000.000;1.125.000.000.000;1.123.800.000.000;1.124.800.000.000;1471
SPFB.RTS-12.18;1;12/09/2018;10:51;1.052.700.000.000;1.052.800.000.000;1.052.600.000.000;1.052.600.000.000;6;SPFB.RTS-12.18;1;12/10/2018;10:51;1.141.000.000.000;1.142.200.000.000;1.140.700.000.000;1.141.600.000.000;2113;SPFB.RTS-12.18;1;12/11/2018;10:51;1.125.000.000.000;1.125.000.000.000;1.124.500.000.000;1.124.600.000.000;289;SPFB.RTS-12.18;1;12/12/2018;10:51;1.124.800.000.000;1.125.000.000.000;1.124.300.000.000;1.124.900.000.000;1156
SPFB.RTS-12.18;1;12/09/2018;10:52;1.053.000.000.000;1.053.000.000.000;1.052.800.000.000;1.052.800.000.000;2;SPFB.RTS-12.18;1;12/10/2018;10:52;1.141.600.000.000;1.141.800.000.000;1.140.800.000.000;1.141.100.000.000;635;SPFB.RTS-12.18;1;12/11/2018;10:52;1.124.600.000.000;1.124.900.000.000;1.124.600.000.000;1.124.600.000.000;190;SPFB.RTS-12.18;1;12/12/2018;10:52;1.124.800.000.000;1.125.500.000.000;1.124.100.000.000;1.124.200.000.000;1285
SPFB.RTS-12.18;1;12/09/2018;10:53;1.053.000.000.000;1.053.000.000.000;1.053.000.000.000;1.053.000.000.000;1;SPFB.RTS-12.18;1;12/10/2018;10:53;1.141.100.000.000;1.141.400.000.000;1.140.700.000.000;1.141.200.000.000;432;SPFB.RTS-12.18;1;12/11/2018;10:53;1.124.500.000.000;1.124.800.000.000;1.124.300.000.000;1.124.600.000.000;562;SPFB.RTS-12.18;1;12/12/2018;10:53;1.124.100.000.000;1.124.500.000.000;1.123.900.000.000;1.124.400.000.000;723
SPFB.RTS-12.18;1;12/09/2018;10:54;1.052.900.000.000;1.052.900.000.000;1.052.900.000.000;1.052.900.000.000;3;SPFB.RTS-12.18;1;12/10/2018;10:54;1.141.100.000.000;1.142.000.000.000;1.140.800.000.000;1.141.700.000.000;1068;SPFB.RTS-12.18;1;12/11/2018;10:54;1.124.500.000.000;1.124.500.000.000;1.124.200.000.000;1.124.400.000.000;170;SPFB.RTS-12.18;1;12/12/2018;10:54;1.124.200.000.000;1.124.700.000.000;1.124.000.000.000;1.124.100.000.000;276
SPFB.RTS-12.18;1;12/09/2018;10:55;1.053.200.000.000;1.053.400.000.000;1.052.600.000.000;1.052.600.000.000;33;SPFB.RTS-12.18;1;12/10/2018;10:55;1.141.700.000.000;1.142.300.000.000;1.141.400.000.000;1.141.900.000.000;845;SPFB.RTS-12.18;1;12/11/2018;10:55;1.124.400.000.000;1.124.700.000.000;1.124.200.000.000;1.124.300.000.000;252;SPFB.RTS-12.18;1;12/12/2018;10:55;1.124.100.000.000;1.124.400.000.000;1.123.500.000.000;1.123.600.000.000;837
SPFB.RTS-12.18;1;12/09/2018;10:56;1.052.400.000.000;1.052.400.000.000;1.052.400.000.000;1.052.400.000.000;18;SPFB.RTS-12.18;1;12/10/2018;10:56;1.141.800.000.000;1.141.900.000.000;1.141.200.000.000;1.141.400.000.000;689;SPFB.RTS-12.18;1;12/11/2018;10:56;1.124.400.000.000;1.124.600.000.000;1.123.700.000.000;1.124.400.000.000;1675;SPFB.RTS-12.18;1;12/12/2018;10:56;1.123.600.000.000;1.123.700.000.000;1.122.300.000.000;1.122.800.000.000;2141
SPFB.RTS-12.18;1;12/09/2018;10:57;1.052.400.000.000;1.052.800.000.000;1.052.400.000.000;1.052.800.000.000;4;SPFB.RTS-12.18;1;12/10/2018;10:57;1.141.300.000.000;1.141.700.000.000;1.140.300.000.000;1.140.500.000.000;843;SPFB.RTS-12.18;1;12/11/2018;10:57;1.124.300.000.000;1.125.000.000.000;1.124.000.000.000;1.124.800.000.000;1505;SPFB.RTS-12.18;1;12/12/2018;10:57;1.122.900.000.000;1.123.400.000.000;1.122.600.000.000;1.123.100.000.000;592
SPFB.RTS-12.18;1;12/09/2018;10:58;1.052.400.000.000;1.052.400.000.000;1.052.200.000.000;1.052.200.000.000;11;SPFB.RTS-12.18;1;12/10/2018;10:58;1.140.500.000.000;1.141.200.000.000;1.140.400.000.000;1.140.900.000.000;581;SPFB.RTS-12.18;1;12/11/2018;10:58;1.124.900.000.000;1.125.300.000.000;1.124.500.000.000;1.125.000.000.000;1237;SPFB.RTS-12.18;1;12/12/2018;10:58;1.123.100.000.000;1.123.300.000.000;1.122.700.000.000;1.123.100.000.000;210
SPFB.RTS-12.18;1;12/09/2018;10:59;1.052.800.000.000;1.052.900.000.000;1.052.800.000.000;1.052.900.000.000;4;SPFB.RTS-12.18;1;12/10/2018;10:59;1.140.800.000.000;1.140.900.000.000;1.140.000.000.000;1.140.100.000.000;710;SPFB.RTS-12.18;1;12/11/2018;10:59;1.125.100.000.000;1.125.300.000.000;1.124.700.000.000;1.124.800.000.000;764;SPFB.RTS-12.18;1;12/12/2018;10:59;1.123.200.000.000;1.123.700.000.000;1.123.200.000.000;1.123.600.000.000;257
SPFB.RTS-12.18;1;12/09/2018;11:00;1.052.600.000.000;1.053.300.000.000;1.052.600.000.000;1.052.800.000.000;33;SPFB.RTS-12.18;1;12/10/2018;11:00;1.140.000.000.000;1.141.600.000.000;1.140.000.000.000;1.141.000.000.000;1025;SPFB.RTS-12.18;1;12/11/2018;11:00;1.124.800.000.000;1.124.900.000.000;1.124.400.000.000;1.124.700.000.000;243;SPFB.RTS-12.18;1;12/12/2018;11:00;1.123.600.000.000;1.124.000.000.000;1.123.200.000.000;1.123.400.000.000;475
SPFB.RTS-12.18;1;12/09/2018;11:01;1.052.700.000.000;1.053.000.000.000;1.052.700.000.000;1.053.000.000.000;2;SPFB.RTS-12.18;1;12/10/2018;11:01;1.141.000.000.000;1.141.300.000.000;1.139.700.000.000;1.139.800.000.000;1324;SPFB.RTS-12.18;1;12/11/2018;11:01;1.124.600.000.000;1.124.800.000.000;1.123.900.000.000;1.124.100.000.000;917;SPFB.RTS-12.18;1;12/12/2018;11:01;1.123.400.000.000;1.124.800.000.000;1.122.700.000.000;1.124.300.000.000;1635
SPFB.RTS-12.18;1;12/09/2018;11:02;1.053.000.000.000;1.053.000.000.000;1.052.400.000.000;1.052.400.000.000;95;SPFB.RTS-12.18;1;12/10/2018;11:02;1.139.800.000.000;1.140.600.000.000;1.139.800.000.000;1.140.100.000.000;530;SPFB.RTS-12.18;1;12/11/2018;11:02;1.124.000.000.000;1.124.500.000.000;1.123.800.000.000;1.124.300.000.000;943;SPFB.RTS-12.18;1;12/12/2018;11:02;1.124.300.000.000;1.124.500.000.000;1.123.800.000.000;1.124.200.000.000;771
SPFB.RTS-12.18;1;12/09/2018;11:03;1.052.400.000.000;1.052.700.000.000;1.052.400.000.000;1.052.400.000.000;15;SPFB.RTS-12.18;1;12/10/2018;11:03;1.140.200.000.000;1.140.200.000.000;1.139.600.000.000;1.140.200.000.000;806;SPFB.RTS-12.18;1;12/11/2018;11:03;1.124.400.000.000;1.125.500.000.000;1.124.300.000.000;1.125.500.000.000;822;SPFB.RTS-12.18;1;12/12/2018;11:03;1.124.400.000.000;1.124.900.000.000;1.124.000.000.000;1.124.500.000.000;652
SPFB.RTS-12.18;1;12/09/2018;11:04;1.052.800.000.000;1.052.800.000.000;1.052.700.000.000;1.052.700.000.000;8;SPFB.RTS-12.18;1;12/10/2018;11:04;1.140.000.000.000;1.140.700.000.000;1.139.600.000.000;1.140.200.000.000;499;SPFB.RTS-12.18;1;12/11/2018;11:04;1.125.500.000.000;1.126.400.000.000;1.125.000.000.000;1.126.300.000.000;1276;SPFB.RTS-12.18;1;12/12/2018;11:04;1.124.400.000.000;1.124.800.000.000;1.124.100.000.000;1.124.500.000.000;639
SPFB.RTS-12.18;1;12/09/2018;11:05;1.053.000.000.000;1.053.000.000.000;1.052.800.000.000;1.052.800.000.000;10;SPFB.RTS-12.18;1;12/10/2018;11:05;1.140.200.000.000;1.140.800.000.000;1.140.100.000.000;1.140.100.000.000;333;SPFB.RTS-12.18;1;12/11/2018;11:05;1.126.200.000.000;1.126.500.000.000;1.125.600.000.000;1.126.200.000.000;608;SPFB.RTS-12.18;1;12/12/2018;11:05;1.124.700.000.000;1.125.300.000.000;1.124.400.000.000;1.125.200.000.000;574
SPFB.RTS-12.18;1;12/09/2018;11:06;1.052.900.000.000;1.053.400.000.000;1.052.800.000.000;1.053.400.000.000;9;SPFB.RTS-12.18;1;12/10/2018;11:06;1.140.300.000.000;1.140.400.000.000;1.139.500.000.000;1.139.700.000.000;1065;SPFB.RTS-12.18;1;12/11/2018;11:06;1.126.000.000.000;1.126.500.000.000;1.125.600.000.000;1.126.000.000.000;896;SPFB.RTS-12.18;1;12/12/2018;11:06;1.125.100.000.000;1.125.100.000.000;1.123.500.000.000;1.123.900.000.000;938
SPFB.RTS-12.18;1;12/09/2018;11:07;1.053.000.000.000;1.053.700.000.000;1.053.000.000.000;1.053.700.000.000;19;SPFB.RTS-12.18;1;12/10/2018;11:07;1.139.800.000.000;1.139.900.000.000;1.139.200.000.000;1.139.400.000.000;647;SPFB.RTS-12.18;1;12/11/2018;11:07;1.126.000.000.000;1.126.800.000.000;1.125.700.000.000;1.125.800.000.000;1867;SPFB.RTS-12.18;1;12/12/2018;11:07;1.123.900.000.000;1.124.000.000.000;1.123.500.000.000;1.123.600.000.000;442
SPFB.RTS-12.18;1;12/09/2018;11:08;1.053.500.000.000;1.053.800.000.000;1.053.400.000.000;1.053.500.000.000;15;SPFB.RTS-12.18;1;12/10/2018;11:08;1.139.400.000.000;1.140.000.000.000;1.139.200.000.000;1.139.900.000.000;571;SPFB.RTS-12.18;1;12/11/2018;11:08;1.125.800.000.000;1.126.200.000.000;1.125.300.000.000;1.125.900.000.000;788;SPFB.RTS-12.18;1;12/12/2018;11:08;1.123.500.000.000;1.123.900.000.000;1.123.200.000.000;1.123.600.000.000;533
SPFB.RTS-12.18;1;12/09/2018;11:09;1.053.900.000.000;1.054.000.000.000;1.053.700.000.000;1.053.700.000.000;16;SPFB.RTS-12.18;1;12/10/2018;11:09;1.139.900.000.000;1.140.000.000.000;1.139.700.000.000;1.139.900.000.000;405;SPFB.RTS-12.18;1;12/11/2018;11:09;1.125.900.000.000;1.126.300.000.000;1.125.500.000.000;1.125.600.000.000;914;SPFB.RTS-12.18;1;12/12/2018;11:09;1.123.700.000.000;1.124.400.000.000;1.123.600.000.000;1.124.000.000.000;382
SPFB.RTS-12.18;1;12/09/2018;11:10;1.054.100.000.000;1.054.100.000.000;1.053.900.000.000;1.053.900.000.000;22;SPFB.RTS-12.18;1;12/10/2018;11:10;1.139.800.000.000;1.140.500.000.000;1.139.800.000.000;1.140.500.000.000;538;SPFB.RTS-12.18;1;12/11/2018;11:10;1.125.700.000.000;1.126.200.000.000;1.125.500.000.000;1.125.700.000.000;620;SPFB.RTS-12.18;1;12/12/2018;11:10;1.124.100.000.000;1.124.200.000.000;1.123.400.000.000;1.123.800.000.000;323
SPFB.RTS-12.18;1;12/09/2018;11:12;1.053.800.000.000;1.053.800.000.000;1.053.700.000.000;1.053.700.000.000;8;SPFB.RTS-12.18;1;12/10/2018;11:11;1.140.400.000.000;1.140.500.000.000;1.139.400.000.000;1.139.700.000.000;542;SPFB.RTS-12.18;1;12/11/2018;11:11;1.125.600.000.000;1.126.000.000.000;1.125.600.000.000;1.125.800.000.000;323;SPFB.RTS-12.18;1;12/12/2018;11:11;1.123.900.000.000;1.124.100.000.000;1.123.300.000.000;1.123.500.000.000;536
SPFB.RTS-12.18;1;12/09/2018;11:13;1.053.400.000.000;1.053.400.000.000;1.053.400.000.000;1.053.400.000.000;1;SPFB.RTS-12.18;1;12/10/2018;11:12;1.139.800.000.000;1.140.200.000.000;1.139.400.000.000;1.140.100.000.000;339;SPFB.RTS-12.18;1;12/11/2018;11:12;1.125.900.000.000;1.126.600.000.000;1.125.800.000.000;1.126.600.000.000;537;SPFB.RTS-12.18;1;12/12/2018;11:12;1.123.500.000.000;1.123.600.000.000;1.123.200.000.000;1.123.300.000.000;350
SPFB.RTS-12.18;1;12/09/2018;11:14;1.053.000.000.000;1.053.100.000.000;1.053.000.000.000;1.053.100.000.000;7;SPFB.RTS-12.18;1;12/10/2018;11:13;1.140.100.000.000;1.140.800.000.000;1.140.100.000.000;1.140.300.000.000;634;SPFB.RTS-12.18;1;12/11/2018;11:13;1.126.500.000.000;1.126.700.000.000;1.126.300.000.000;1.126.300.000.000;286;SPFB.RTS-12.18;1;12/12/2018;11:13;1.123.300.000.000;1.123.800.000.000;1.123.200.000.000;1.123.800.000.000;260
SPFB.RTS-12.18;1;12/09/2018;11:17;1.053.200.000.000;1.053.200.000.000;1.053.200.000.000;1.053.200.000.000;1;SPFB.RTS-12.18;1;12/10/2018;11:14;1.140.400.000.000;1.140.700.000.000;1.140.300.000.000;1.140.700.000.000;180;SPFB.RTS-12.18;1;12/11/2018;11:14;1.126.300.000.000;1.127.000.000.000;1.126.300.000.000;1.127.000.000.000;699;SPFB.RTS-12.18;1;12/12/2018;11:14;1.123.800.000.000;1.123.900.000.000;1.123.600.000.000;1.123.700.000.000;86
SPFB.RTS-12.18;1;12/09/2018;11:18;1.053.300.000.000;1.053.300.000.000;1.053.300.000.000;1.053.300.000.000;20;SPFB.RTS-12.18;1;12/10/2018;11:15;1.140.600.000.000;1.140.900.000.000;1.140.200.000.000;1.140.900.000.000;316;SPFB.RTS-12.18;1;12/11/2018;11:15;1.127.000.000.000;1.127.100.000.000;1.126.200.000.000;1.126.200.000.000;965;SPFB.RTS-12.18;1;12/12/2018;11:15;1.123.600.000.000;1.123.600.000.000;1.122.900.000.000;1.123.100.000.000;750
SPFB.RTS-12.18;1;12/09/2018;11:19;1.053.200.000.000;1.053.200.000.000;1.053.100.000.000;1.053.200.000.000;12;SPFB.RTS-12.18;1;12/10/2018;11:16;1.140.900.000.000;1.141.800.000.000;1.140.700.000.000;1.141.400.000.000;1193;SPFB.RTS-12.18;1;12/11/2018;11:16;1.126.200.000.000;1.126.800.000.000;1.126.200.000.000;1.126.700.000.000;461;SPFB.RTS-12.18;1;12/12/2018;11:16;1.123.100.000.000;1.123.900.000.000;1.122.900.000.000;1.123.400.000.000;767
SPFB.RTS-12.18;1;12/09/2018;11:20;1.053.600.000.000;1.054.000.000.000;1.053.600.000.000;1.054.000.000.000;7;SPFB.RTS-12.18;1;12/10/2018;11:17;1.141.400.000.000;1.141.800.000.000;1.140.400.000.000;1.140.500.000.000;505;SPFB.RTS-12.18;1;12/11/2018;11:17;1.126.700.000.000;1.126.800.000.000;1.125.900.000.000;1.126.200.000.000;675;SPFB.RTS-12.18;1;12/12/2018;11:17;1.123.500.000.000;1.124.300.000.000;1.123.300.000.000;1.123.300.000.000;856
SPFB.RTS-12.18;1;12/09/2018;11:21;1.054.300.000.000;1.054.800.000.000;1.054.300.000.000;1.054.500.000.000;105;SPFB.RTS-12.18;1;12/10/2018;11:18;1.140.500.000.000;1.140.800.000.000;1.138.800.000.000;1.138.900.000.000;1442;SPFB.RTS-12.18;1;12/11/2018;11:18;1.126.000.000.000;1.126.400.000.000;1.125.900.000.000;1.126.100.000.000;269;SPFB.RTS-12.18;1;12/12/2018;11:18;1.123.400.000.000;1.124.100.000.000;1.123.200.000.000;1.124.100.000.000;289
SPFB.RTS-12.18;1;12/09/2018;11:22;1.054.100.000.000;1.054.200.000.000;1.053.800.000.000;1.053.800.000.000;29;SPFB.RTS-12.18;1;12/10/2018;11:19;1.138.900.000.000;1.139.400.000.000;1.138.800.000.000;1.139.100.000.000;624;SPFB.RTS-12.18;1;12/11/2018;11:19;1.126.200.000.000;1.126.200.000.000;1.124.700.000.000;1.124.800.000.000;1215;SPFB.RTS-12.18;1;12/12/2018;11:19;1.124.000.000.000;1.124.200.000.000;1.123.800.000.000;1.124.200.000.000;448
SPFB.RTS-12.18;1;12/09/2018;11:23;1.054.000.000.000;1.054.000.000.000;1.053.900.000.000;1.053.900.000.000;8;SPFB.RTS-12.18;1;12/10/2018;11:20;1.138.900.000.000;1.139.200.000.000;1.138.400.000.000;1.138.700.000.000;1033;SPFB.RTS-12.18;1;12/11/2018;11:20;1.124.700.000.000;1.125.000.000.000;1.124.300.000.000;1.124.500.000.000;851;SPFB.RTS-12.18;1;12/12/2018;11:20;1.124.100.000.000;1.124.700.000.000;1.124.000.000.000;1.124.600.000.000;645
SPFB.RTS-12.18;1;12/09/2018;11:24;1.053.900.000.000;1.053.900.000.000;1.053.900.000.000;1.053.900.000.000;6;SPFB.RTS-12.18;1;12/10/2018;11:21;1.138.700.000.000;1.139.000.000.000;1.138.100.000.000;1.138.600.000.000;773;SPFB.RTS-12.18;1;12/11/2018;11:21;1.124.600.000.000;1.125.100.000.000;1.124.500.000.000;1.124.700.000.000;486;SPFB.RTS-12.18;1;12/12/2018;11:21;1.124.600.000.000;1.125.100.000.000;1.124.500.000.000;1.125.000.000.000;925
SPFB.RTS-12.18;1;12/09/2018;11:25;1.053.700.000.000;1.053.900.000.000;1.053.500.000.000;1.053.900.000.000;13;SPFB.RTS-12.18;1;12/10/2018;11:22;1.138.400.000.000;1.139.000.000.000;1.138.400.000.000;1.139.000.000.000;883;SPFB.RTS-12.18;1;12/11/2018;11:22;1.124.600.000.000;1.125.400.000.000;1.124.500.000.000;1.125.300.000.000;568;SPFB.RTS-12.18;1;12/12/2018;11:22;1.125.000.000.000;1.125.800.000.000;1.124.900.000.000;1.125.400.000.000;1210
