<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,29/11/18,11:18,113230.0000000,113310.0000000,113220.0000000,113230.0000000,672
SPFB.RTS-12.18,1,29/11/18,11:19,113230.0000000,113260.0000000,113190.0000000,113220.0000000,622
SPFB.RTS-12.18,1,29/11/18,11:20,113230.0000000,113270.0000000,113190.0000000,113260.0000000,481
SPFB.RTS-12.18,1,29/11/18,11:21,113270.0000000,113460.0000000,113270.0000000,113440.0000000,3106
SPFB.RTS-12.18,1,29/11/18,11:22,113450.0000000,113500.0000000,113400.0000000,113490.0000000,1838
SPFB.RTS-12.18,1,29/11/18,11:23,113480.0000000,113520.0000000,113400.0000000,113430.0000000,2020
SPFB.RTS-12.18,1,29/11/18,11:24,113440.0000000,113520.0000000,113420.0000000,113440.0000000,1383
SPFB.RTS-12.18,1,29/11/18,11:25,113460.0000000,113460.0000000,113340.0000000,113420.0000000,1384
SPFB.RTS-12.18,1,29/11/18,11:26,113420.0000000,113420.0000000,113330.0000000,113350.0000000,839
SPFB.RTS-12.18,1,29/11/18,11:27,113360.0000000,113360.0000000,113290.0000000,113330.0000000,808
SPFB.RTS-12.18,1,29/11/18,11:28,113320.0000000,113330.0000000,113270.0000000,113330.0000000,607
SPFB.RTS-12.18,1,29/11/18,11:29,113330.0000000,113330.0000000,113160.0000000,113220.0000000,1171
SPFB.RTS-12.18,1,29/11/18,11:30,113240.0000000,113250.0000000,113100.0000000,113100.0000000,1013
SPFB.RTS-12.18,1,29/11/18,11:31,113100.0000000,113290.0000000,113100.0000000,113260.0000000,1559
SPFB.RTS-12.18,1,29/11/18,11:32,113250.0000000,113350.0000000,113230.0000000,113270.0000000,1174
SPFB.RTS-12.18,1,29/11/18,11:33,113270.0000000,113280.0000000,113170.0000000,113230.0000000,741
SPFB.RTS-12.18,1,29/11/18,11:34,113220.0000000,113300.0000000,113160.0000000,113200.0000000,1001
SPFB.RTS-12.18,1,29/11/18,11:35,113200.0000000,113260.0000000,113180.0000000,113230.0000000,530
SPFB.RTS-12.18,1,29/11/18,11:36,113220.0000000,113240.0000000,113170.0000000,113220.0000000,405
SPFB.RTS-12.18,1,29/11/18,11:37,113210.0000000,113270.0000000,113190.0000000,113240.0000000,442
SPFB.RTS-12.18,1,29/11/18,11:38,113220.0000000,113230.0000000,113130.0000000,113150.0000000,609
SPFB.RTS-12.18,1,29/11/18,11:39,113160.0000000,113180.0000000,112970.0000000,112970.0000000,1581
SPFB.RTS-12.18,1,29/11/18,11:40,112970.0000000,113040.0000000,112680.0000000,112700.0000000,4854
SPFB.RTS-12.18,1,29/11/18,11:41,112700.0000000,112710.0000000,112480.0000000,112490.0000000,4755
SPFB.RTS-12.18,1,29/11/18,11:42,112480.0000000,112540.0000000,112350.0000000,112370.0000000,3318
SPFB.RTS-12.18,1,29/11/18,11:43,112370.0000000,112600.0000000,112360.0000000,112540.0000000,4275
SPFB.RTS-12.18,1,29/11/18,11:44,112540.0000000,112650.0000000,112510.0000000,112600.0000000,2299
SPFB.RTS-12.18,1,29/11/18,11:45,112590.0000000,112630.0000000,112520.0000000,112560.0000000,1577
SPFB.RTS-12.18,1,29/11/18,11:46,112550.0000000,112590.0000000,112450.0000000,112480.0000000,2605
SPFB.RTS-12.18,1,29/11/18,11:47,112480.0000000,112510.0000000,112340.0000000,112420.0000000,2032
SPFB.RTS-12.18,1,29/11/18,11:48,112430.0000000,112490.0000000,112410.0000000,112480.0000000,795
SPFB.RTS-12.18,1,29/11/18,11:49,112470.0000000,112480.0000000,112420.0000000,112460.0000000,428
SPFB.RTS-12.18,1,29/11/18,11:50,112450.0000000,112520.0000000,112420.0000000,112480.0000000,937
SPFB.RTS-12.18,1,29/11/18,11:51,112470.0000000,112670.0000000,112460.0000000,112670.0000000,1852
SPFB.RTS-12.18,1,29/11/18,11:52,112670.0000000,112670.0000000,112590.0000000,112640.0000000,854
SPFB.RTS-12.18,1,29/11/18,11:53,112650.0000000,112650.0000000,112600.0000000,112610.0000000,321
SPFB.RTS-12.18,1,29/11/18,11:54,112610.0000000,112610.0000000,112550.0000000,112580.0000000,507
SPFB.RTS-12.18,1,29/11/18,11:55,112570.0000000,112640.0000000,112570.0000000,112640.0000000,489
SPFB.RTS-12.18,1,29/11/18,11:56,112630.0000000,112690.0000000,112630.0000000,112690.0000000,718
SPFB.RTS-12.18,1,29/11/18,11:57,112690.0000000,112690.0000000,112630.0000000,112670.0000000,377
SPFB.RTS-12.18,1,29/11/18,11:58,112650.0000000,112680.0000000,112580.0000000,112590.0000000,810
SPFB.RTS-12.18,1,29/11/18,11:59,112580.0000000,112650.0000000,112580.0000000,112610.0000000,341
SPFB.RTS-12.18,1,29/11/18,12:00,112620.0000000,112690.0000000,112590.0000000,112630.0000000,475
SPFB.RTS-12.18,1,29/11/18,12:01,112640.0000000,112750.0000000,112630.0000000,112700.0000000,894
SPFB.RTS-12.18,1,29/11/18,12:02,112700.0000000,112700.0000000,112490.0000000,112500.0000000,1417
SPFB.RTS-12.18,1,29/11/18,12:03,112510.0000000,112590.0000000,112510.0000000,112580.0000000,505
SPFB.RTS-12.18,1,29/11/18,12:04,112570.0000000,112580.0000000,112450.0000000,112460.0000000,611
SPFB.RTS-12.18,1,29/11/18,12:05,112450.0000000,112510.0000000,112350.0000000,112420.0000000,1480
SPFB.RTS-12.18,1,29/11/18,12:06,112430.0000000,112510.0000000,112250.0000000,112260.0000000,1777
SPFB.RTS-12.18,1,29/11/18,12:07,112270.0000000,112330.0000000,112250.0000000,112280.0000000,2326
SPFB.RTS-12.18,1,29/11/18,12:08,112280.0000000,112380.0000000,112260.0000000,112370.0000000,1433
SPFB.RTS-12.18,1,29/11/18,12:09,112380.0000000,112390.0000000,112270.0000000,112290.0000000,666
SPFB.RTS-12.18,1,29/11/18,12:10,112290.0000000,112290.0000000,112210.0000000,112260.0000000,1233
SPFB.RTS-12.18,1,29/11/18,12:11,112250.0000000,112320.0000000,112210.0000000,112320.0000000,1118
SPFB.RTS-12.18,1,29/11/18,12:12,112320.0000000,112340.0000000,112220.0000000,112240.0000000,621
SPFB.RTS-12.18,1,29/11/18,12:13,112240.0000000,112260.0000000,112140.0000000,112160.0000000,1266
SPFB.RTS-12.18,1,29/11/18,12:14,112140.0000000,112210.0000000,112120.0000000,112170.0000000,965
SPFB.RTS-12.18,1,29/11/18,12:15,112160.0000000,112210.0000000,112120.0000000,112140.0000000,635
SPFB.RTS-12.18,1,29/11/18,12:16,112130.0000000,112200.0000000,112110.0000000,112120.0000000,882
SPFB.RTS-12.18,1,29/11/18,12:17,112110.0000000,112170.0000000,112100.0000000,112150.0000000,706
SPFB.RTS-12.18,1,29/11/18,12:18,112150.0000000,112180.0000000,112110.0000000,112140.0000000,840
SPFB.RTS-12.18,1,29/11/18,12:19,112140.0000000,112200.0000000,112130.0000000,112180.0000000,422
SPFB.RTS-12.18,1,29/11/18,12:20,112190.0000000,112240.0000000,112190.0000000,112210.0000000,725
SPFB.RTS-12.18,1,29/11/18,12:21,112220.0000000,112270.0000000,112210.0000000,112250.0000000,1491
SPFB.RTS-12.18,1,29/11/18,12:22,112250.0000000,112270.0000000,112210.0000000,112230.0000000,547
SPFB.RTS-12.18,1,29/11/18,12:23,112230.0000000,112280.0000000,112210.0000000,112240.0000000,575
SPFB.RTS-12.18,1,29/11/18,12:24,112220.0000000,112270.0000000,112220.0000000,112250.0000000,391
SPFB.RTS-12.18,1,29/11/18,12:25,112260.0000000,112270.0000000,112160.0000000,112270.0000000,585
SPFB.RTS-12.18,1,29/11/18,12:26,112260.0000000,112350.0000000,112260.0000000,112320.0000000,1014
SPFB.RTS-12.18,1,29/11/18,12:27,112310.0000000,112370.0000000,112270.0000000,112320.0000000,916
SPFB.RTS-12.18,1,29/11/18,12:28,112310.0000000,112330.0000000,112280.0000000,112310.0000000,769
SPFB.RTS-12.18,1,29/11/18,12:29,112320.0000000,112350.0000000,112250.0000000,112260.0000000,425
SPFB.RTS-12.18,1,29/11/18,12:30,112260.0000000,112290.0000000,112220.0000000,112250.0000000,658
SPFB.RTS-12.18,1,29/11/18,12:31,112240.0000000,112260.0000000,112210.0000000,112210.0000000,497
SPFB.RTS-12.18,1,29/11/18,12:32,112220.0000000,112250.0000000,112180.0000000,112210.0000000,752
SPFB.RTS-12.18,1,29/11/18,12:33,112210.0000000,112260.0000000,112190.0000000,112260.0000000,478
SPFB.RTS-12.18,1,29/11/18,12:34,112260.0000000,112280.0000000,112240.0000000,112260.0000000,268
SPFB.RTS-12.18,1,29/11/18,12:35,112240.0000000,112270.0000000,112230.0000000,112260.0000000,188
SPFB.RTS-12.18,1,29/11/18,12:36,112250.0000000,112330.0000000,112250.0000000,112310.0000000,731
SPFB.RTS-12.18,1,29/11/18,12:37,112300.0000000,112310.0000000,112200.0000000,112210.0000000,1137
SPFB.RTS-12.18,1,29/11/18,12:38,112210.0000000,112240.0000000,112150.0000000,112190.0000000,958
SPFB.RTS-12.18,1,29/11/18,12:39,112210.0000000,112230.0000000,112140.0000000,112200.0000000,598
SPFB.RTS-12.18,1,29/11/18,12:40,112210.0000000,112260.0000000,112200.0000000,112210.0000000,611
SPFB.RTS-12.18,1,29/11/18,12:41,112210.0000000,112310.0000000,112200.0000000,112300.0000000,383
SPFB.RTS-12.18,1,29/11/18,12:42,112300.0000000,112310.0000000,112260.0000000,112280.0000000,217
SPFB.RTS-12.18,1,29/11/18,12:43,112270.0000000,112270.0000000,112210.0000000,112240.0000000,426
SPFB.RTS-12.18,1,29/11/18,12:44,112250.0000000,112260.0000000,112210.0000000,112220.0000000,177
SPFB.RTS-12.18,1,29/11/18,12:45,112220.0000000,112260.0000000,112200.0000000,112230.0000000,366
SPFB.RTS-12.18,1,29/11/18,12:46,112240.0000000,112260.0000000,112210.0000000,112220.0000000,145
SPFB.RTS-12.18,1,29/11/18,12:47,112240.0000000,112300.0000000,112240.0000000,112280.0000000,214
SPFB.RTS-12.18,1,29/11/18,12:48,112260.0000000,112310.0000000,112260.0000000,112270.0000000,365
SPFB.RTS-12.18,1,29/11/18,12:49,112270.0000000,112310.0000000,112250.0000000,112310.0000000,215
SPFB.RTS-12.18,1,29/11/18,12:50,112300.0000000,112310.0000000,112250.0000000,112250.0000000,133
SPFB.RTS-12.18,1,29/11/18,12:51,112250.0000000,112310.0000000,112250.0000000,112310.0000000,161
SPFB.RTS-12.18,1,29/11/18,12:52,112300.0000000,112360.0000000,112300.0000000,112350.0000000,804
SPFB.RTS-12.18,1,29/11/18,12:53,112350.0000000,112360.0000000,112290.0000000,112290.0000000,602
SPFB.RTS-12.18,1,29/11/18,12:54,112300.0000000,112300.0000000,112260.0000000,112260.0000000,121
SPFB.RTS-12.18,1,29/11/18,12:55,112280.0000000,112350.0000000,112260.0000000,112340.0000000,376
SPFB.RTS-12.18,1,29/11/18,12:56,112350.0000000,112370.0000000,112210.0000000,112240.0000000,993
SPFB.RTS-12.18,1,29/11/18,12:57,112230.0000000,112260.0000000,112210.0000000,112210.0000000,399
SPFB.RTS-12.18,1,29/11/18,12:58,112210.0000000,112240.0000000,112200.0000000,112220.0000000,431
SPFB.RTS-12.18,1,29/11/18,12:59,112220.0000000,112230.0000000,112200.0000000,112230.0000000,251
SPFB.RTS-12.18,1,29/11/18,13:00,112220.0000000,112260.0000000,112210.0000000,112250.0000000,541
SPFB.RTS-12.18,1,29/11/18,13:01,112250.0000000,112260.0000000,112200.0000000,112230.0000000,641
SPFB.RTS-12.18,1,29/11/18,13:02,112220.0000000,112280.0000000,112220.0000000,112260.0000000,266
SPFB.RTS-12.18,1,29/11/18,13:03,112250.0000000,112320.0000000,112240.0000000,112290.0000000,844
SPFB.RTS-12.18,1,29/11/18,13:04,112290.0000000,112370.0000000,112270.0000000,112370.0000000,645
SPFB.RTS-12.18,1,29/11/18,13:05,112380.0000000,112530.0000000,112380.0000000,112440.0000000,2183
SPFB.RTS-12.18,1,29/11/18,13:06,112460.0000000,112460.0000000,112320.0000000,112350.0000000,712
SPFB.RTS-12.18,1,29/11/18,13:07,112340.0000000,112400.0000000,112330.0000000,112390.0000000,428
SPFB.RTS-12.18,1,29/11/18,13:08,112390.0000000,112410.0000000,112360.0000000,112400.0000000,551
SPFB.RTS-12.18,1,29/11/18,13:09,112400.0000000,112400.0000000,112360.0000000,112390.0000000,148
SPFB.RTS-12.18,1,29/11/18,13:10,112390.0000000,112390.0000000,112340.0000000,112370.0000000,285
SPFB.RTS-12.18,1,29/11/18,13:11,112360.0000000,112400.0000000,112330.0000000,112350.0000000,270
SPFB.RTS-12.18,1,29/11/18,13:12,112340.0000000,112350.0000000,112320.0000000,112340.0000000,385
SPFB.RTS-12.18,1,29/11/18,13:13,112350.0000000,112360.0000000,112300.0000000,112350.0000000,475
SPFB.RTS-12.18,1,29/11/18,13:14,112340.0000000,112350.0000000,112310.0000000,112330.0000000,83
SPFB.RTS-12.18,1,29/11/18,13:15,112330.0000000,112360.0000000,112320.0000000,112340.0000000,160
SPFB.RTS-12.18,1,29/11/18,13:16,112340.0000000,112340.0000000,112250.0000000,112270.0000000,554
SPFB.RTS-12.18,1,29/11/18,13:17,112270.0000000,112290.0000000,112240.0000000,112260.0000000,348
SPFB.RTS-12.18,1,29/11/18,13:18,112240.0000000,112290.0000000,112230.0000000,112270.0000000,323
SPFB.RTS-12.18,1,29/11/18,13:19,112260.0000000,112290.0000000,112210.0000000,112210.0000000,277
SPFB.RTS-12.18,1,29/11/18,13:20,112210.0000000,112230.0000000,112160.0000000,112220.0000000,847
SPFB.RTS-12.18,1,29/11/18,13:21,112220.0000000,112300.0000000,112210.0000000,112300.0000000,488
SPFB.RTS-12.18,1,29/11/18,13:22,112290.0000000,112370.0000000,112290.0000000,112340.0000000,765
SPFB.RTS-12.18,1,29/11/18,13:23,112340.0000000,112340.0000000,112290.0000000,112320.0000000,274
SPFB.RTS-12.18,1,29/11/18,13:24,112330.0000000,112330.0000000,112280.0000000,112300.0000000,280
SPFB.RTS-12.18,1,29/11/18,13:25,112280.0000000,112310.0000000,112270.0000000,112290.0000000,329
SPFB.RTS-12.18,1,29/11/18,13:26,112280.0000000,112320.0000000,112270.0000000,112310.0000000,402
SPFB.RTS-12.18,1,29/11/18,13:27,112310.0000000,112320.0000000,112250.0000000,112280.0000000,352
SPFB.RTS-12.18,1,29/11/18,13:28,112290.0000000,112310.0000000,112280.0000000,112290.0000000,187
SPFB.RTS-12.18,1,29/11/18,13:29,112290.0000000,112320.0000000,112280.0000000,112300.0000000,158
SPFB.RTS-12.18,1,29/11/18,13:30,112300.0000000,112360.0000000,112300.0000000,112350.0000000,459
SPFB.RTS-12.18,1,29/11/18,13:31,112350.0000000,112350.0000000,112270.0000000,112270.0000000,301
SPFB.RTS-12.18,1,29/11/18,13:32,112290.0000000,112360.0000000,112280.0000000,112320.0000000,280
SPFB.RTS-12.18,1,29/11/18,13:33,112320.0000000,112370.0000000,112310.0000000,112370.0000000,184
SPFB.RTS-12.18,1,29/11/18,13:34,112370.0000000,112410.0000000,112370.0000000,112390.0000000,872
SPFB.RTS-12.18,1,29/11/18,13:35,112400.0000000,112400.0000000,112360.0000000,112370.0000000,365
SPFB.RTS-12.18,1,29/11/18,13:36,112370.0000000,112450.0000000,112350.0000000,112450.0000000,571
SPFB.RTS-12.18,1,29/11/18,13:37,112440.0000000,112480.0000000,112400.0000000,112460.0000000,524
SPFB.RTS-12.18,1,29/11/18,13:38,112460.0000000,112470.0000000,112420.0000000,112430.0000000,399
SPFB.RTS-12.18,1,29/11/18,13:39,112420.0000000,112420.0000000,112350.0000000,112370.0000000,415
SPFB.RTS-12.18,1,29/11/18,13:40,112360.0000000,112500.0000000,112360.0000000,112480.0000000,815
SPFB.RTS-12.18,1,29/11/18,13:41,112470.0000000,112470.0000000,112410.0000000,112450.0000000,378
SPFB.RTS-12.18,1,29/11/18,13:42,112450.0000000,112470.0000000,112400.0000000,112400.0000000,243
SPFB.RTS-12.18,1,29/11/18,13:43,112410.0000000,112410.0000000,112360.0000000,112400.0000000,367
SPFB.RTS-12.18,1,29/11/18,13:44,112390.0000000,112400.0000000,112340.0000000,112400.0000000,652
SPFB.RTS-12.18,1,29/11/18,13:45,112390.0000000,112410.0000000,112350.0000000,112350.0000000,148
SPFB.RTS-12.18,1,29/11/18,13:46,112360.0000000,112360.0000000,112320.0000000,112340.0000000,328
SPFB.RTS-12.18,1,29/11/18,13:47,112340.0000000,112350.0000000,112260.0000000,112270.0000000,1176
SPFB.RTS-12.18,1,29/11/18,13:48,112270.0000000,112300.0000000,112250.0000000,112270.0000000,312
SPFB.RTS-12.18,1,29/11/18,13:49,112260.0000000,112260.0000000,112210.0000000,112240.0000000,698
SPFB.RTS-12.18,1,29/11/18,13:50,112240.0000000,112320.0000000,112240.0000000,112300.0000000,251
SPFB.RTS-12.18,1,29/11/18,13:51,112310.0000000,112350.0000000,112280.0000000,112340.0000000,780
SPFB.RTS-12.18,1,29/11/18,13:52,112340.0000000,112340.0000000,112280.0000000,112330.0000000,387
SPFB.RTS-12.18,1,29/11/18,13:53,112330.0000000,112390.0000000,112330.0000000,112360.0000000,401
SPFB.RTS-12.18,1,29/11/18,13:54,112350.0000000,112350.0000000,112290.0000000,112300.0000000,156
SPFB.RTS-12.18,1,29/11/18,13:55,112300.0000000,112340.0000000,112290.0000000,112290.0000000,220
SPFB.RTS-12.18,1,29/11/18,13:56,112290.0000000,112350.0000000,112290.0000000,112340.0000000,152
SPFB.RTS-12.18,1,29/11/18,13:57,112350.0000000,112370.0000000,112330.0000000,112360.0000000,377
SPFB.RTS-12.18,1,29/11/18,13:58,112340.0000000,112400.0000000,112340.0000000,112380.0000000,274
SPFB.RTS-12.18,1,29/11/18,13:59,112390.0000000,112420.0000000,112320.0000000,112340.0000000,480
SPFB.RTS-12.18,1,29/11/18,14:00,112340.0000000,112450.0000000,112330.0000000,112420.0000000,485
SPFB.RTS-12.18,1,29/11/18,14:06,112420.0000000,112420.0000000,112330.0000000,112400.0000000,846
SPFB.RTS-12.18,1,29/11/18,14:07,112390.0000000,112420.0000000,112340.0000000,112370.0000000,511
SPFB.RTS-12.18,1,29/11/18,14:08,112360.0000000,112410.0000000,112360.0000000,112400.0000000,193
SPFB.RTS-12.18,1,29/11/18,14:09,112400.0000000,112420.0000000,112360.0000000,112360.0000000,315
SPFB.RTS-12.18,1,29/11/18,14:10,112350.0000000,112470.0000000,112330.0000000,112470.0000000,789
SPFB.RTS-12.18,1,29/11/18,14:11,112460.0000000,112470.0000000,112410.0000000,112440.0000000,303
SPFB.RTS-12.18,1,29/11/18,14:12,112450.0000000,112490.0000000,112430.0000000,112470.0000000,544
SPFB.RTS-12.18,1,29/11/18,14:13,112480.0000000,112580.0000000,112430.0000000,112540.0000000,1544
SPFB.RTS-12.18,1,29/11/18,14:14,112540.0000000,112580.0000000,112470.0000000,112490.0000000,930
SPFB.RTS-12.18,1,29/11/18,14:15,112500.0000000,112560.0000000,112490.0000000,112530.0000000,578
SPFB.RTS-12.18,1,29/11/18,14:16,112520.0000000,112590.0000000,112520.0000000,112570.0000000,550
SPFB.RTS-12.18,1,29/11/18,14:17,112580.0000000,112620.0000000,112560.0000000,112570.0000000,702
SPFB.RTS-12.18,1,29/11/18,14:18,112560.0000000,112600.0000000,112540.0000000,112600.0000000,677
SPFB.RTS-12.18,1,29/11/18,14:19,112600.0000000,112640.0000000,112560.0000000,112570.0000000,657
SPFB.RTS-12.18,1,29/11/18,14:20,112560.0000000,112590.0000000,112560.0000000,112580.0000000,108
SPFB.RTS-12.18,1,29/11/18,14:21,112590.0000000,112620.0000000,112550.0000000,112550.0000000,487
SPFB.RTS-12.18,1,29/11/18,14:22,112560.0000000,112570.0000000,112470.0000000,112470.0000000,1173
SPFB.RTS-12.18,1,29/11/18,14:23,112470.0000000,112550.0000000,112450.0000000,112530.0000000,669
SPFB.RTS-12.18,1,29/11/18,14:24,112530.0000000,112560.0000000,112500.0000000,112510.0000000,293
SPFB.RTS-12.18,1,29/11/18,14:25,112510.0000000,112590.0000000,112510.0000000,112560.0000000,350
SPFB.RTS-12.18,1,29/11/18,14:26,112570.0000000,112590.0000000,112550.0000000,112580.0000000,661
SPFB.RTS-12.18,1,29/11/18,14:27,112580.0000000,112650.0000000,112580.0000000,112650.0000000,962
SPFB.RTS-12.18,1,29/11/18,14:28,112650.0000000,112650.0000000,112560.0000000,112570.0000000,436
SPFB.RTS-12.18,1,29/11/18,14:29,112570.0000000,112580.0000000,112540.0000000,112580.0000000,334
SPFB.RTS-12.18,1,29/11/18,14:30,112580.0000000,112630.0000000,112560.0000000,112590.0000000,492
SPFB.RTS-12.18,1,29/11/18,14:31,112580.0000000,112590.0000000,112500.0000000,112570.0000000,579
SPFB.RTS-12.18,1,29/11/18,14:32,112570.0000000,112650.0000000,112570.0000000,112610.0000000,636
SPFB.RTS-12.18,1,29/11/18,14:33,112620.0000000,112620.0000000,112520.0000000,112570.0000000,504
SPFB.RTS-12.18,1,29/11/18,14:34,112580.0000000,112600.0000000,112520.0000000,112540.0000000,140
SPFB.RTS-12.18,1,29/11/18,14:35,112540.0000000,112550.0000000,112470.0000000,112540.0000000,913
SPFB.RTS-12.18,1,29/11/18,14:36,112530.0000000,112570.0000000,112480.0000000,112540.0000000,466
SPFB.RTS-12.18,1,29/11/18,14:37,112540.0000000,112620.0000000,112500.0000000,112600.0000000,785
SPFB.RTS-12.18,1,29/11/18,14:38,112610.0000000,112650.0000000,112490.0000000,112550.0000000,1085
SPFB.RTS-12.18,1,29/11/18,14:39,112540.0000000,112590.0000000,112500.0000000,112580.0000000,601
SPFB.RTS-12.18,1,29/11/18,14:40,112580.0000000,112590.0000000,112530.0000000,112580.0000000,723
SPFB.RTS-12.18,1,29/11/18,14:41,112570.0000000,112600.0000000,112560.0000000,112570.0000000,342
SPFB.RTS-12.18,1,29/11/18,14:42,112580.0000000,112620.0000000,112550.0000000,112610.0000000,443
SPFB.RTS-12.18,1,29/11/18,14:43,112600.0000000,112700.0000000,112580.0000000,112690.0000000,1510
SPFB.RTS-12.18,1,29/11/18,14:44,112680.0000000,112710.0000000,112650.0000000,112680.0000000,580
SPFB.RTS-12.18,1,29/11/18,14:45,112680.0000000,112810.0000000,112670.0000000,112790.0000000,1901
SPFB.RTS-12.18,1,29/11/18,14:46,112780.0000000,112810.0000000,112750.0000000,112800.0000000,855
SPFB.RTS-12.18,1,29/11/18,14:47,112800.0000000,112800.0000000,112760.0000000,112770.0000000,211
SPFB.RTS-12.18,1,29/11/18,14:48,112770.0000000,112800.0000000,112770.0000000,112790.0000000,689
SPFB.RTS-12.18,1,29/11/18,14:49,112790.0000000,112850.0000000,112710.0000000,112740.0000000,1673
SPFB.RTS-12.18,1,29/11/18,14:50,112740.0000000,112800.0000000,112740.0000000,112790.0000000,899
SPFB.RTS-12.18,1,29/11/18,14:51,112790.0000000,112830.0000000,112750.0000000,112770.0000000,773
SPFB.RTS-12.18,1,29/11/18,14:52,112770.0000000,112790.0000000,112700.0000000,112720.0000000,723
SPFB.RTS-12.18,1,29/11/18,14:53,112730.0000000,112760.0000000,112700.0000000,112730.0000000,452
SPFB.RTS-12.18,1,29/11/18,14:54,112730.0000000,112780.0000000,112710.0000000,112760.0000000,812
SPFB.RTS-12.18,1,29/11/18,14:55,112750.0000000,112800.0000000,112750.0000000,112790.0000000,323
SPFB.RTS-12.18,1,29/11/18,14:56,112800.0000000,112800.0000000,112700.0000000,112750.0000000,828
SPFB.RTS-12.18,1,29/11/18,14:57,112760.0000000,112790.0000000,112750.0000000,112760.0000000,459
SPFB.RTS-12.18,1,29/11/18,14:58,112760.0000000,112770.0000000,112720.0000000,112730.0000000,252
SPFB.RTS-12.18,1,29/11/18,14:59,112730.0000000,112920.0000000,112690.0000000,112890.0000000,3108
SPFB.RTS-12.18,1,29/11/18,15:00,112900.0000000,112900.0000000,112760.0000000,112830.0000000,1462
SPFB.RTS-12.18,1,29/11/18,15:01,112830.0000000,112850.0000000,112760.0000000,112850.0000000,887
SPFB.RTS-12.18,1,29/11/18,15:02,112850.0000000,112880.0000000,112820.0000000,112830.0000000,396
SPFB.RTS-12.18,1,29/11/18,15:03,112830.0000000,112960.0000000,112830.0000000,112940.0000000,1232
SPFB.RTS-12.18,1,29/11/18,15:04,112930.0000000,112950.0000000,112870.0000000,112950.0000000,928
SPFB.RTS-12.18,1,29/11/18,15:05,112950.0000000,113000.0000000,112930.0000000,112970.0000000,1551
SPFB.RTS-12.18,1,29/11/18,15:06,112970.0000000,113040.0000000,112940.0000000,113000.0000000,1729
SPFB.RTS-12.18,1,29/11/18,15:07,113000.0000000,113120.0000000,112970.0000000,113070.0000000,1493
SPFB.RTS-12.18,1,29/11/18,15:08,113080.0000000,113230.0000000,113060.0000000,113200.0000000,3286
SPFB.RTS-12.18,1,29/11/18,15:09,113200.0000000,113250.0000000,113190.0000000,113210.0000000,1646
SPFB.RTS-12.18,1,29/11/18,15:10,113210.0000000,113210.0000000,113070.0000000,113130.0000000,1909
SPFB.RTS-12.18,1,29/11/18,15:11,113130.0000000,113150.0000000,113080.0000000,113130.0000000,1255
SPFB.RTS-12.18,1,29/11/18,15:12,113130.0000000,113240.0000000,113100.0000000,113140.0000000,1209
SPFB.RTS-12.18,1,29/11/18,15:13,113140.0000000,113220.0000000,113140.0000000,113190.0000000,504
SPFB.RTS-12.18,1,29/11/18,15:14,113200.0000000,113400.0000000,113180.0000000,113350.0000000,3664
SPFB.RTS-12.18,1,29/11/18,15:15,113350.0000000,113490.0000000,113280.0000000,113470.0000000,2569
SPFB.RTS-12.18,1,29/11/18,15:16,113460.0000000,113570.0000000,113400.0000000,113430.0000000,4111
SPFB.RTS-12.18,1,29/11/18,15:17,113430.0000000,113470.0000000,113410.0000000,113460.0000000,1025
SPFB.RTS-12.18,1,29/11/18,15:18,113470.0000000,113550.0000000,113470.0000000,113510.0000000,1782
SPFB.RTS-12.18,1,29/11/18,15:19,113500.0000000,113630.0000000,113490.0000000,113600.0000000,2031
SPFB.RTS-12.18,1,29/11/18,15:20,113610.0000000,113710.0000000,113580.0000000,113680.0000000,2120
SPFB.RTS-12.18,1,29/11/18,15:21,113680.0000000,113790.0000000,113660.0000000,113660.0000000,3482
SPFB.RTS-12.18,1,29/11/18,15:22,113670.0000000,113830.0000000,113640.0000000,113810.0000000,3136
SPFB.RTS-12.18,1,29/11/18,15:23,113810.0000000,113820.0000000,113650.0000000,113710.0000000,2180
SPFB.RTS-12.18,1,29/11/18,15:24,113710.0000000,113720.0000000,113650.0000000,113670.0000000,1705
SPFB.RTS-12.18,1,29/11/18,15:25,113680.0000000,113710.0000000,113620.0000000,113650.0000000,1284
SPFB.RTS-12.18,1,29/11/18,15:26,113640.0000000,113680.0000000,113560.0000000,113660.0000000,2231
SPFB.RTS-12.18,1,29/11/18,15:27,113660.0000000,113740.0000000,113620.0000000,113720.0000000,1245
SPFB.RTS-12.18,1,29/11/18,15:28,113720.0000000,113760.0000000,113700.0000000,113730.0000000,1932
SPFB.RTS-12.18,1,29/11/18,15:29,113740.0000000,113780.0000000,113710.0000000,113730.0000000,905
SPFB.RTS-12.18,1,29/11/18,15:30,113730.0000000,113780.0000000,113700.0000000,113770.0000000,1463
SPFB.RTS-12.18,1,29/11/18,15:31,113770.0000000,113790.0000000,113730.0000000,113740.0000000,1233
SPFB.RTS-12.18,1,29/11/18,15:32,113750.0000000,114030.0000000,113740.0000000,114020.0000000,11182
SPFB.RTS-12.18,1,29/11/18,15:33,114010.0000000,114020.0000000,113900.0000000,113940.0000000,2215
SPFB.RTS-12.18,1,29/11/18,15:34,113940.0000000,113950.0000000,113860.0000000,113860.0000000,1577
